2024-07-12T20:27:00+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:01+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:02+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:03+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:04+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:05+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:06+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:07+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:08+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:09+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:10+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:11+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:12+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:13+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:14+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:15+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:16+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:17+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:18+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:19+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:20+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:21+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:22+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:23+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:24+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:25+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:26+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:27+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:28+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:29+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:30+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:31+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:32+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:33+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:34+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:35+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:36+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:37+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:38+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:39+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:40+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:41+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:42+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:43+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:44+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:45+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:46+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:47+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:48+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:49+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:50+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:51+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:52+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:53+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:54+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:55+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:56+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:57+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:58+00:00,usd_mxn,17.62,17.63,0.06
2024-07-12T20:27:59+00:00,usd_mxn,17.62,17.63,0.06
